voltage_rms_V,current_rms_A,frequency_Hz,temperature_C,irradiance_Wm2,harmonic_3rd_pct,harmonic_5th_pct,harmonic_7th_pct,THD_voltage_pct,THD_current_pct,sensor_fault_flag,disturbance_type,disturbance_label,battery_degradation_rate,battery_capacity_loss_pct,economic_cost_BDT
231,19.28,49.977,16.65,0,6.68,6.53,1.66,9.49,12.29,0,Harmonic_Distortion,1,0.0113,0.8111,16.95
226.64,19.35,49.966,15.23,23.4,9.18,3.82,2.65,10.29,11.23,0,Harmonic_Distortion,1,0.0142,0.8114,21.3
232.32,18.97,50.015,15.83,0,11.39,4.8,3.71,12.91,14.67,0,Harmonic_Distortion,1,0.01517,0.8117,22.75
226.69,19.63,50.032,15.63,6.7,10.95,6.77,3.57,13.36,12.45,0,Harmonic_Distortion,1,0.0171,0.8121,25.64
228.38,19.14,50.073,13.8,42.4,10.6,3.98,2.5,11.59,11.93,0,Harmonic_Distortion,1,0.01632,0.8124,24.48
229.66,14.31,49.987,16.11,0,1.74,0.69,0.18,1.88,1.52,0,None,0,0.00275,0.8124,4.13
231.01,14.45,49.989,15.66,0,2.13,1.66,0.77,2.81,3.26,0,None,0,0.004,0.8125,6
225.51,14.59,49.977,15.89,0,2.03,2.2,0.81,3.1,3.92,0,None,0,0.00719,0.8127,10.79
229.96,15.13,50.034,18.61,0,2.54,0.57,0.26,2.62,2.24,0,None,0,0.00434,0.8128,6.5
231.19,14.79,50.024,13.8,53.2,1.71,1.76,0.87,2.61,2.68,0,None,0,0.00461,0.8128,6.91
231.49,14.69,49.974,16.84,0,1.27,1.01,0.55,1.71,1.91,0,None,0,0.004,0.8129,6
228.95,14.29,49.973,15.22,0,2.22,1.07,0.34,2.48,2.77,0,None,0,0.00452,0.813,6.78
229.55,14.92,50.029,15.67,0,1.71,1.31,0.46,2.2,2.1,0,None,0,0.00393,0.8131,5.89
229.08,14.47,50.011,15.4,0,2.47,0.72,0.29,2.59,2.1,0,None,0,0.00377,0.8132,5.65
229.41,14.62,50.023,15.09,0,2,1.19,0.45,2.37,2.95,0,None,0,0.00389,0.8132,5.84
228.45,15.15,49.974,14.96,15.6,2.39,0.56,0.13,2.46,2.08,0,None,0,0.00479,0.8133,7.19
228.67,14.84,49.944,15.68,0,1.39,1.39,0.58,2.05,1.82,0,None,0,0.00574,0.8135,8.61
230.65,14.3,49.974,14.19,44.5,2.09,2.09,0.75,3.05,3.91,0,None,0,0.00479,0.8136,7.18
230.2,14.17,50.021,16,0,1.58,0.94,0.26,1.86,1.95,0,None,0,0.00302,0.8136,4.53
162.33,14.63,50.063,15.06,0,1.27,1.13,0.6,1.8,2.23,0,Voltage_Sag,1,0.0491,0.8146,73.66
162.04,14.26,49.987,14.48,0,1.48,1.15,0.4,1.92,2.4,0,Voltage_Sag,1,0.04689,0.8155,70.33
162.55,14.97,50.068,15.02,14,1.67,1.59,0.77,2.44,3.15,0,Voltage_Sag,1,0.04984,0.8165,74.75
162.74,14.86,50.025,16.38,14.2,2.75,1.36,0.02,3.07,2.52,0,Voltage_Sag,1,0.04818,0.8175,72.27
159.97,14.75,49.958,14.94,6.1,1.66,1.57,0.78,2.41,1.99,0,Voltage_Sag,1,0.05017,0.8185,75.26
160.91,14.56,50.006,15.65,10.2,1.24,1,0.15,1.6,1.43,0,Voltage_Sag,1,0.04698,0.8194,70.46
161.57,15.16,50.026,14.77,0,2.08,1.37,0.55,2.55,2.88,0,Voltage_Sag,1,0.04848,0.8204,72.72
161.79,15.64,49.927,15.96,9.8,2.02,0.15,0.42,2.07,1.92,0,Voltage_Sag,1,0.05019,0.8214,75.29
161.1,14.61,50.019,15.89,0,1.7,1.47,0.51,2.31,2.42,0,Voltage_Sag,1,0.04821,0.8224,72.31
231.37,14.85,50.035,16.82,0,1.9,0.71,0.22,2.04,2.44,0,None,0,0.0047,0.8225,7.04
232.97,14.69,50.012,15.19,0,2.59,1.07,1.02,2.98,2.66,0,None,0,0.00551,0.8226,8.27
230.28,14.62,49.998,15.86,0,2.4,1.5,0.28,2.84,2.68,0,None,0,0.00312,0.8226,4.68
230.13,14.42,49.995,15.4,0,2.35,0.59,0.3,2.44,2.84,0,None,0,0.00278,0.8227,4.17
231.27,14.47,49.993,16.36,18.7,1.29,1.64,1.05,2.33,1.87,0,None,0,0.00351,0.8228,5.27
227.2,14.51,49.965,14.74,52.4,3.73,1.15,0.68,3.96,4.67,0,None,0,0.00755,0.8229,11.33
230.04,15,49.979,15.91,46.8,2.63,1.78,0.29,3.19,3.63,0,None,0,0.00425,0.823,6.37
231.47,14.5,49.988,15.15,0,2.31,0.84,0.57,2.52,2.18,0,None,0,0.00411,0.8231,6.16
229.04,14.1,50.003,15.25,51.6,1.3,0.47,0.54,1.49,1.37,0,None,0,0.00229,0.8231,3.43
154.54,14.8,49.983,15.37,0,2.57,1.19,0.18,2.84,2.29,0,Voltage_Sag,1,0.05288,0.8242,79.33
155.6,14.76,49.974,15.5,11.1,1.7,1.43,0.41,2.26,2.47,0,Voltage_Sag,1,0.05209,0.8252,78.13
155.72,15.06,50.023,15.2,0,1.88,1.47,0.59,2.46,2.46,0,Voltage_Sag,1,0.05204,0.8263,78.06
154.86,14.81,50.011,15.46,2.6,0.99,0.75,0.92,1.54,1.56,0,Voltage_Sag,1,0.0511,0.8273,76.65
157.92,14.33,49.984,16.55,5.8,1.26,0.55,0.55,1.48,1.26,0,Voltage_Sag,1,0.0493,0.8283,73.95
155.3,14.03,50.015,16.07,0,2.26,1.08,0.57,2.57,2.51,0,Voltage_Sag,1,0.05205,0.8293,78.07
154.61,14.58,49.986,15.97,11.3,2.6,1.41,0.4,2.99,3.76,0,Voltage_Sag,1,0.05283,0.8304,79.25
155.69,14.67,50.002,14.91,24.9,2.41,1.39,0.87,2.92,2.43,0,Voltage_Sag,1,0.05147,0.8314,77.21
231.36,14.91,50.029,14.56,0,2.39,1.83,0.83,3.12,4.02,0,None,0,0.00547,0.8315,8.21
230.03,14.92,49.982,16.03,54.4,1.96,1.05,0.8,2.36,2.89,0,None,0,0.00329,0.8316,4.93
230.73,15.04,49.965,15.97,0,1.76,0.46,0.63,1.92,1.73,0,None,0,0.00415,0.8317,6.23
228.69,14.46,49.996,16.44,34,2.17,1.68,0.2,2.75,3.17,0,None,0,0.00382,0.8317,5.74
232.23,14.93,49.959,14.78,0,2.49,1.28,0.87,2.93,2.48,0,None,0,0.00643,0.8319,9.65
230.84,15.26,49.992,15.08,96.8,2,1.31,0.61,2.47,2.18,0,None,0,0.00344,0.8319,5.16
231.57,14.23,49.992,13.95,59.8,2.73,1.51,0.52,3.16,3.3,0,None,0,0.0046,0.832,6.91
230.55,15.04,49.926,14.94,0,1.87,1.71,0.71,2.63,2.63,0,None,0,0.00668,0.8322,10.02
231.24,14.73,50.016,16.05,0,1.41,1.19,0.66,1.96,2.37,0,None,0,0.00356,0.8322,5.34
228.69,14.81,49.995,14.88,11.5,1.99,1.67,0.33,2.62,3.33,0,None,0,0.00375,0.8323,5.63
229.26,14.43,50.035,15.76,0,2.06,1.42,0.52,2.56,3.25,0,None,0,0.00481,0.8324,7.22
232.02,15.11,50.006,15.1,17.8,1.95,0.94,0.12,2.17,1.89,0,None,0,0.00381,0.8325,5.71
232.34,14.39,50.022,15.51,16.5,2.77,1.11,0.62,3.05,3.48,0,None,0,0.00567,0.8326,8.51
228.28,14.87,50.036,14.33,0,2.48,1.45,0.93,3.02,3.28,0,None,0,0.00593,0.8327,8.89
230.37,15.09,49.996,15.32,44.8,1.14,0.92,0.15,1.47,1.45,0,None,0,0.00191,0.8328,2.87
229.35,14.38,50,12.86,32.2,2.92,1.55,0.63,3.37,4.37,0,None,0,0.00379,0.8328,5.69
228.95,15.41,49.953,15.1,39,0.36,1.26,0.77,1.52,1.56,0,None,0,0.00456,0.8329,6.84
230.43,14.67,50.037,13.94,0,3.29,1.35,0.8,3.65,4.13,0,None,0,0.00579,0.833,8.68
231.71,14.91,49.996,16.21,0,1.83,1.78,0.41,2.58,2.71,0,None,0,0.00392,0.8331,5.87
230.68,14.39,49.97,15.87,39.1,1.89,1.34,0.32,2.34,1.99,0,None,0,0.00429,0.8332,6.43
229.52,15.32,50.022,15.62,0,1.96,1.23,0.45,2.36,2.05,0,None,0,0.00378,0.8333,5.67
230.77,14.36,49.935,16.47,0,2.23,1.17,0.9,2.67,3.14,0,None,0,0.00645,0.8334,9.67
229.46,15.15,49.987,14.49,54.1,2,1.15,0.17,2.31,2.78,0,None,0,0.00331,0.8335,4.96
230.62,14.77,50.027,16.65,84,1.92,1.32,0.3,2.35,2.31,0,None,0,0.00412,0.8336,6.18
151.32,14.51,49.987,16,0,2.79,1.75,0.49,3.32,2.77,0,Voltage_Sag,1,0.05529,0.8347,82.94
147.92,15.24,49.978,15.06,18.2,2.34,0.96,0.36,2.55,3.26,0,Voltage_Sag,1,0.05716,0.8358,85.73
150.74,15.02,49.988,16.16,0,1.42,0.93,0.59,1.8,1.89,0,Voltage_Sag,1,0.05412,0.8369,81.18
148.45,14.24,49.94,14.37,0,2.44,1.71,0.95,3.13,2.72,0,Voltage_Sag,1,0.05933,0.8381,89
151.16,14.96,50.021,14.6,0,2.31,0.97,0.3,2.53,2.27,0,Voltage_Sag,1,0.05502,0.8392,82.53
149.33,15.21,49.996,14.77,13.8,1.67,1.29,0.56,2.18,1.8,0,Voltage_Sag,1,0.05498,0.8403,82.47
148.76,14.36,49.992,14.84,0,2.48,0.96,0.6,2.72,3.14,0,Voltage_Sag,1,0.05611,0.8414,84.17
150.64,19.81,49.992,14.42,6.2,9.04,4.32,2.93,10.44,12.03,0,Voltage_Sag,1,0.0626,0.8426,93.9
150.31,18.58,50,16.24,0,6.66,4.39,2.35,8.32,9.16,0,Voltage_Sag,1,0.06031,0.8438,90.47
228.5,18.83,50.02,15.06,0,6.19,6.06,2.76,9.09,9.76,0,Harmonic_Distortion,1,0.01105,0.8441,16.58
228.12,19.51,49.998,15.55,41.2,7.22,4.7,1.78,8.79,8.71,0,Harmonic_Distortion,1,0.0101,0.8443,15.15
229.72,18.73,49.959,14.82,0,8.42,3.54,1.8,9.31,11.87,0,Harmonic_Distortion,1,0.01154,0.8445,17.31
228.19,19.1,50.017,13.82,0,8.08,6.89,3.57,11.2,13.44,0,Harmonic_Distortion,1,0.01324,0.8448,19.86
228.41,19.44,50.015,15.49,45.3,10.4,5.04,3.08,11.96,15,0,Harmonic_Distortion,1,0.01375,0.845,20.62
230.17,19.25,50.006,13.75,63.9,6.73,2.95,3.08,7.97,7.62,0,Harmonic_Distortion,1,0.00839,0.8452,12.59
228.55,19.55,50.032,15.23,25.8,9.16,5.85,2.22,11.09,14.3,0,Harmonic_Distortion,1,0.01365,0.8455,20.48
230.64,18.93,50.001,14.19,0,6.75,6.62,2.39,9.75,8.61,0,Harmonic_Distortion,1,0.01022,0.8457,15.33
183.45,19.29,50.033,16.88,0,5.32,6.71,2.39,8.89,7.36,0,Harmonic_Distortion,1,0.04091,0.8465,61.37
181.51,19.59,50.042,16.02,0,9.45,6.3,2.78,11.7,11.23,0,Harmonic_Distortion,1,0.04543,0.8474,68.15
181.84,19.47,50.017,15.38,4.6,8,5.54,2.08,9.95,8.96,0,Harmonic_Distortion,1,0.04223,0.8483,63.35
184.08,19.47,49.978,16.31,0,10.35,6.68,3.1,12.7,13.45,0,Harmonic_Distortion,1,0.04377,0.8491,65.66
180.28,14.4,49.996,14.63,10.4,1.54,0.69,0.69,1.82,1.78,0,Voltage_Sag,1,0.03444,0.8498,51.66
183.1,14.84,50.037,15.75,0,2.08,1.85,0.72,2.88,2.55,0,Voltage_Sag,1,0.03532,0.8505,52.98
182.96,14.41,49.955,15.47,0,1.46,1.71,0.65,2.34,2.86,0,Voltage_Sag,1,0.03526,0.8512,52.9
182.7,14.29,49.988,15.53,0,1.26,1.05,0.55,1.73,1.82,0,Voltage_Sag,1,0.03316,0.8519,49.75
183.22,14.7,49.99,16.34,0,2.31,1.47,0.57,2.8,2.39,0,Voltage_Sag,1,0.03382,0.8526,50.74
182.02,16.67,49.974,15.92,0,10.91,6.13,2.17,12.7,10.64,0,Voltage_Sag,1,0.04529,0.8535,67.93
229.13,17.59,50.026,15.57,75.6,10.81,4.69,2.1,11.97,11.87,0,Harmonic_Distortion,1,0.01385,0.8538,20.78
231.64,17.2,50.011,14.02,9.5,6.17,4.95,2.27,8.22,10.31,0,Harmonic_Distortion,1,0.00986,0.854,14.79
178.48,16.25,49.979,14.58,0,11.06,6.47,2.63,13.08,13.79,0,Voltage_Sag,1,0.04775,0.8549,71.62
178.45,16.7,50.018,15.25,4,11.04,6.19,1.72,12.78,11.11,0,Voltage_Sag,1,0.0473,0.8559,70.96
177.22,16.45,49.995,15.43,0,7.93,3.99,4.03,9.75,9,0,Voltage_Sag,1,0.0444,0.8567,66.61
176.35,16.8,49.973,14.46,6,6.56,5.48,2.91,9.03,7.45,0,Voltage_Sag,1,0.04536,0.8577,68.04
177.39,17.33,49.979,17.3,10.7,8.83,3.65,3.49,10.17,12.37,0,Voltage_Sag,1,0.04555,0.8586,68.33
178.26,17.16,50.013,16.59,22.2,6.86,7.54,2.87,10.59,13.48,0,Voltage_Sag,1,0.04498,0.8595,67.48
231.54,14.52,50.028,15.86,0,1.95,1.31,0.78,2.48,2.08,0,None,0,0.00489,0.8596,7.33
490.77,15.32,49.985,15.44,65.6,2.11,1.21,0.31,2.45,2.17,1,None,0,0.17325,0.863,259.87
230.47,14.11,50.016,15.22,36.3,1.51,0.68,0.52,1.74,1.54,0,None,0,0.00286,0.8631,4.29
228.04,15,50.047,14.64,0,2.07,0.52,0.36,2.17,2.6,0,None,0,0.00582,0.8632,8.73
231.48,14.86,49.962,15.47,88.4,2.07,0.95,0.78,2.41,2.94,0,None,0,0.00526,0.8633,7.89
228.83,14.71,50.011,15.62,13.1,1.29,1.34,0.39,1.91,1.92,0,None,0,0.00321,0.8634,4.81
231.18,14.46,50.025,14.43,0,2.39,0.97,0.88,2.72,3.49,0,None,0,0.00473,0.8635,7.1
228.28,15.41,49.997,15.7,66.1,0.98,1.56,0.58,1.93,1.79,0,None,0,0.0032,0.8635,4.8
231.55,14.63,50.037,15.31,83.1,2.11,0.82,0.79,2.4,2.55,0,None,0,0.00527,0.8636,7.9
230.48,14.6,50.066,13.92,0,3.06,0.99,0.7,3.29,4.27,0,None,0,0.0069,0.8638,10.36
228.83,14.8,50.01,14.76,0,2.41,1.48,0.86,2.96,3.59,0,None,0,0.00424,0.8639,6.35
231.04,14.17,49.993,15.13,0,2.4,1.05,0.37,2.65,2.76,0,None,0,0.00368,0.8639,5.51
229.11,14.59,50.029,16.98,28.6,1.46,1.07,0.83,1.99,1.7,0,None,0,0.00403,0.864,6.05
231.12,14.86,50.025,15.92,51.1,3.06,0.94,0.13,3.21,4.01,0,None,0,0.0052,0.8641,7.8
229.59,14.45,49.924,14.41,22.8,2.83,0.87,0.61,3.02,3.23,0,None,0,0.00707,0.8643,10.6
227.42,14.45,50,15.88,0,1.49,1.34,0.46,2.06,1.97,0,None,0,0.00375,0.8643,5.62
228.53,14.75,49.988,14.26,59.9,1.72,1.39,0.25,2.22,2.28,0,None,0,0.00378,0.8644,5.67
229.35,14.91,50.012,16.37,0,2.75,1.29,0.38,3.06,2.93,0,None,0,0.00408,0.8645,6.12
232.05,14.72,49.994,15.14,41.2,3.08,0.95,0.44,3.25,3.5,0,None,0,0.00488,0.8646,7.32
231.35,15,49.997,15.45,0,1.24,1.12,0.55,1.76,1.65,0,None,0,0.00277,0.8646,4.15
232.44,14.5,49.974,16.6,17.2,1.4,1.84,0.47,2.36,2.41,0,None,0,0.00524,0.8647,7.86
232.48,14.25,50.022,14.52,0,1.91,0.63,0.62,2.11,2.14,0,None,0,0.00483,0.8648,7.24
229.2,15.2,50.05,14.44,0,0.7,1.95,0.39,2.11,2.34,0,None,0,0.00512,0.8649,7.68
229.72,14.46,49.975,15.1,0,2.01,1.24,0.48,2.41,1.95,0,None,0,0.00387,0.865,5.8
229.38,14.54,49.958,16.4,53.8,2.71,1.13,0.53,2.98,3.28,0,None,0,0.00548,0.8651,8.22
228.99,14.1,50.001,14.37,0,1.14,1.58,0.65,2.05,2.25,0,None,0,0.00274,0.8652,4.11
227.24,14.89,49.999,13.33,0,2.08,0.37,0.81,2.26,2.25,0,None,0,0.0041,0.8653,6.16
229.98,14.9,50.035,15.24,84.8,1.65,1.75,0.81,2.54,2.35,0,None,0,0.00431,0.8654,6.47
228.07,14.78,49.963,16.06,39.1,2.98,1.94,0.66,3.62,4.42,0,None,0,0.00672,0.8655,10.08
229.95,14.68,49.984,16.59,0,1.66,1.64,0.71,2.43,2.37,0,None,0,0.00327,0.8656,4.91
233.17,14.97,49.936,15.27,0,2.91,0.36,0.68,3.01,2.88,0,None,0,0.0083,0.8657,12.45
229.24,14.61,50.041,15.32,0,1.64,1.51,0.52,2.29,2.36,0,None,0,0.00485,0.8658,7.27
230.29,15.43,50.008,16.58,0,2.46,1.86,0.83,3.19,3,0,None,0,0.00376,0.8659,5.64
231.36,14.65,49.986,14.17,0,2.15,1.82,0.37,2.84,3.45,0,None,0,0.00442,0.866,6.63
230.42,14.99,49.96,15.37,0,1.92,0.64,0.09,2.02,2.19,0,None,0,0.00428,0.8661,6.42
230.44,14.93,49.963,15.84,0,1.53,1.61,0.34,2.24,2.64,0,None,0,0.00437,0.8662,6.56
229.46,14.69,50.012,16.06,0,2.19,1.92,0.95,3.07,3.59,0,None,0,0.00404,0.8662,6.06
238.53,18.55,49.967,15.31,0,1.74,1.21,0.53,2.18,2.6,1,None,0,0.0094,0.8664,14.1
228.56,14.79,50.003,15.75,0,1.59,0.62,0.67,1.83,2.26,0,None,0,0.00292,0.8665,4.39
231.27,14.74,50.061,13.75,0,2.88,1.53,0.53,3.31,4.17,0,None,0,0.0072,0.8666,10.8
227.39,14.73,49.99,15.22,60.1,2.33,1.62,0.74,2.93,2.91,0,None,0,0.00516,0.8667,7.74
231.46,14.98,49.971,16.13,56.5,2.39,1.14,0.62,2.72,2.78,0,None,0,0.00511,0.8668,7.66
227.89,15.15,50.011,14.99,31.4,1.77,0.72,0.58,1.99,1.65,0,None,0,0.00394,0.8669,5.91
231.44,15.31,49.963,15.84,0,1.89,1.59,0.75,2.58,3.26,0,None,0,0.00536,0.867,8.04
229.47,19.35,50.052,16.16,79.4,7.08,4.42,1.69,8.52,9.31,0,Harmonic_Distortion,1,0.01144,0.8672,17.16
228.15,19.29,50.042,15.54,0,8.03,4.98,2.65,9.81,11.35,0,Harmonic_Distortion,1,0.01312,0.8675,19.69
230.87,18.37,49.995,15.96,0,6.66,4.3,3.16,8.54,8.69,0,Harmonic_Distortion,1,0.00935,0.8677,14.03
231.39,18.82,49.973,15.07,0,6.53,2.71,2.36,7.46,7.73,0,Harmonic_Distortion,1,0.00971,0.8679,14.57
229.34,19.56,49.987,15.69,90.2,9.94,7.03,2.64,12.45,13.34,0,Harmonic_Distortion,1,0.01352,0.8682,20.28
231.08,18.3,49.991,16.35,0,6.99,4.68,2.9,8.89,10.65,0,Harmonic_Distortion,1,0.01004,0.8684,15.06
226.57,18.43,50.012,16.01,0,6.3,3.57,2.89,7.79,8.62,0,Harmonic_Distortion,1,0.01061,0.8686,15.91
228.02,19.24,50.031,15.42,0,8.13,4.21,3.09,9.66,11.65,0,Harmonic_Distortion,1,0.01251,0.8688,18.77
231.94,14.56,49.969,16.09,37.8,0.72,0.89,0.18,1.16,1.05,0,None,0,0.00398,0.8689,5.97
229.66,14.47,50.03,16.49,38.1,2.18,0.73,0.82,2.44,2.2,0,None,0,0.00418,0.869,6.26
227.21,15.2,50.019,14.3,31.6,1.5,0.49,0.16,1.59,1.43,0,None,0,0.00434,0.8691,6.5
228.95,20.12,49.985,16.88,0,9.92,4.99,2.63,11.41,9.16,0,Harmonic_Distortion,1,0.01286,0.8693,19.28
228.61,19.73,49.967,15.69,0,5.92,5.08,2.18,8.1,7.2,0,Harmonic_Distortion,1,0.01063,0.8695,15.95
229.75,19.59,50.003,16.32,0,10.55,6.35,3.07,12.69,10.9,0,Harmonic_Distortion,1,0.01302,0.8698,19.53
229.44,19.47,49.968,16.95,0,10.03,4.67,2.45,11.33,11.64,0,Harmonic_Distortion,1,0.01329,0.8701,19.93
230.27,19.62,50.031,14.91,0,11.72,4.14,1.25,12.49,10.79,0,Harmonic_Distortion,1,0.0142,0.8704,21.31
229.9,20.18,49.966,15.46,0,9.14,3.77,2.91,10.31,10.39,0,Harmonic_Distortion,1,0.01206,0.8706,18.09
232.04,14.76,50.016,15.81,0,2.81,1.33,0.79,3.21,4.17,0,None,0,0.00536,0.8707,8.04
230.64,15.32,49.998,15.43,0,2.01,1.11,0.73,2.41,2.53,0,None,0,0.00295,0.8708,4.42
230.69,14.5,49.983,17.46,0,2.49,1.32,0.44,2.86,3.6,0,None,0,0.00414,0.8708,6.22
231.75,14.74,49.997,15.4,18.7,2.05,0.82,0.8,2.35,2.71,0,None,0,0.00365,0.8709,5.47
229.42,14.57,50.032,15.66,0,2.88,1.62,0.28,3.32,4.14,0,None,0,0.00532,0.871,7.98
228.11,14.39,49.964,16.28,0,1.96,1.72,0.04,2.6,2.9,0,None,0,0.00563,0.8711,8.44
231.81,14.64,49.988,15.17,7.3,1.16,1.5,0.21,1.91,2.3,0,None,0,0.00371,0.8712,5.57
230.2,14.82,49.977,15.83,0,0.8,1.05,0.37,1.37,1.31,0,None,0,0.00263,0.8713,3.95
230.21,14.88,49.999,16.42,0,3,1.22,0.41,3.27,3.22,0,None,0,0.00346,0.8713,5.19
229.05,15.37,49.979,15.91,6,2.29,1.83,0.49,2.97,3.8,0,None,0,0.00462,0.8714,6.92
229.07,14.85,49.947,16.12,0,2.33,1.71,0.5,2.93,2.74,0,None,0,0.00619,0.8715,9.28
231.27,15.19,49.968,15.79,39.8,2.89,2,0.44,3.54,3.58,0,None,0,0.00595,0.8717,8.93
153.29,14.67,50.049,15.02,0,1.01,0.89,0.07,1.35,1.51,0,Voltage_Sag,1,0.05383,0.8727,80.75
153.09,15.23,50.007,16.5,0,1.78,0.85,0.65,2.08,2.07,0,Voltage_Sag,1,0.05261,0.8738,78.92
153.1,15.69,50.006,17.67,13.5,1.86,1.25,0.53,2.3,1.87,0,Voltage_Sag,1,0.05278,0.8748,79.17
152.87,15.02,49.992,16.3,10.8,2.45,1.36,0.43,2.83,3.39,0,Voltage_Sag,1,0.05355,0.8759,80.33
152.44,14.43,49.998,16.48,0,1.58,1.14,0.95,2.17,2.1,0,Voltage_Sag,1,0.05283,0.877,79.25
152.14,14.58,49.987,16.87,0,1.28,1.04,0.54,1.74,1.59,0,Voltage_Sag,1,0.05316,0.878,79.74
121.43,14.9,50.016,15.32,3.4,1.27,1.71,0.61,2.22,2.33,0,Voltage_Sag,1,0.07381,0.8795,110.72
120.19,15.03,50.003,17.71,2.4,2.69,1.16,0.8,3.04,2.44,0,Voltage_Sag,1,0.0748,0.881,112.21
120.77,14.94,49.965,16.53,0,1.55,0.71,0.23,1.73,2.13,0,Voltage_Sag,1,0.07472,0.8825,112.08
119.85,14.92,50.008,17.69,0,1.67,0.76,0.59,1.93,1.79,0,Voltage_Sag,1,0.07414,0.884,111.22
119.96,14.69,49.926,15.82,0,2.38,1.3,0.8,2.83,3.57,0,Voltage_Sag,1,0.07828,0.8856,117.42
152.07,14.63,50.012,17.88,1.8,1.58,2.4,0.58,2.93,3.34,0,Voltage_Sag,1,0.05437,0.8866,81.56
228.79,14.87,49.958,17.06,0,0.98,0.81,0.27,1.3,1.39,0,None,0,0.0042,0.8867,6.3
231.2,15.48,49.997,16.9,45.4,1.05,1.07,0.48,1.58,1.9,0,None,0,0.0025,0.8868,3.75
227.98,0,49.964,16.66,14.4,1.97,2.16,0.65,2.99,3.88,1,None,0,0.0061,0.8869,9.16
230.15,15.09,50,16.3,53.4,2.3,1.01,0.07,2.51,2.32,0,None,0,0.00261,0.887,3.92
230.2,15.08,50.017,17.48,0,1.88,1.38,0.26,2.35,2.29,0,None,0,0.00334,0.887,5.02
227.28,14.8,50.045,16.65,45.5,2.26,1.95,1.09,3.18,3.31,0,None,0,0.0072,0.8872,10.81
229.34,14.5,49.954,14.98,0,1.03,0.82,0.72,1.5,1.61,0,None,0,0.00425,0.8872,6.37
230.38,14.58,50.029,15.68,31.1,1.07,1.08,0.97,1.8,1.94,0,None,0,0.00352,0.8873,5.27
230.64,14.68,50.004,16.44,0,3.35,1.01,0.82,3.59,3.86,0,None,0,0.00421,0.8874,6.32
229.69,14.65,49.986,16.86,9.4,2.74,0.59,0.7,2.89,3.51,0,None,0,0.00376,0.8875,5.65
231.02,15.09,50.023,16.59,0,2.46,1.83,0.52,3.11,3.12,0,None,0,0.00491,0.8876,7.37
229.84,14.64,49.993,17.63,0,1.6,0.97,0.7,2,1.61,0,None,0,0.00246,0.8876,3.69
230.02,14.49,50.022,15.11,17.6,1.86,0.85,0.96,2.26,2.79,0,None,0,0.00335,0.8877,5.02
230.38,15.32,49.97,16.81,0,2,1.02,0.81,2.39,2.7,0,None,0,0.00412,0.8878,6.18
231.39,14.53,49.981,15.26,0,2.79,1.57,0.64,3.26,2.92,0,None,0,0.00512,0.8879,7.68
228.99,14.95,50.028,17.34,33.8,2.24,1.25,0.56,2.62,2.14,0,None,0,0.0047,0.888,7.05
229.27,14.87,50.045,16.68,0,2.32,0.88,0.72,2.58,2.47,0,None,0,0.00529,0.8881,7.93
229,14.41,49.999,17.11,0,1.9,1.36,0.47,2.38,2.06,0,None,0,0.00309,0.8881,4.64
229.5,15.08,49.916,16.1,0,2.48,1.53,0.72,3,3.74,0,None,0,0.0075,0.8883,11.25
232.14,15.4,49.994,17.84,105.5,2.18,1.19,0.43,2.52,2.37,0,None,0,0.00422,0.8884,6.32
230.86,15.44,50.001,17.67,46.1,2.03,1.11,0.51,2.36,2.73,0,None,0,0.00297,0.8884,4.46
228.3,14.75,49.993,17.32,46.5,1.55,1.61,0.34,2.26,2.55,0,None,0,0.00372,0.8885,5.58
229.1,14.84,50.01,16.77,17.4,1.93,1.13,0.49,2.29,2.65,0,None,0,0.00338,0.8886,5.07
230.56,14.81,49.986,17.36,6.7,1.35,1.84,0.43,2.33,2.48,0,None,0,0.00341,0.8886,5.11
228.64,14.8,50.025,16.35,0,1.98,0.9,1.02,2.4,2.79,0,None,0,0.00454,0.8887,6.82
228.91,14.34,49.965,17.62,0,2.05,0.89,0.38,2.27,2.4,0,None,0,0.00473,0.8888,7.09
232.02,14.85,50.037,18.28,0,0.56,0.84,0.7,1.22,1.21,0,None,0,0.0044,0.8889,6.59
229.08,14.36,50.047,17.84,0,1.86,1.1,0.36,2.2,2.7,0,None,0,0.00512,0.889,7.68
231.43,14.83,49.973,16.42,0,1.29,1.2,0.61,1.87,1.92,0,None,0,0.00417,0.8891,6.26
231.88,14.13,49.973,17.32,0,2.3,0.67,0.67,2.49,2.7,0,None,0,0.00509,0.8892,7.63
228.9,14.15,50.012,16.01,0,2.38,1.24,0.14,2.69,2.78,0,None,0,0.00402,0.8893,6.03
228.67,15.15,49.964,17.53,32.8,1.74,1.43,0.25,2.27,2.69,0,None,0,0.00492,0.8894,7.38
229.59,14.79,49.985,17.45,44.3,2.33,0.61,0.36,2.44,2.61,0,None,0,0.00344,0.8894,5.17
228.37,14.45,50.033,15.62,16.6,2.35,0.99,0.27,2.57,2.66,0,None,0,0.00529,0.8896,7.93
230.18,15.09,50.022,16.21,0,1.86,1.43,0.62,2.43,2.25,0,None,0,0.00365,0.8896,5.48
229.69,14.85,50.059,16.93,0,2.92,0.76,0.66,3.09,3.88,0,None,0,0.00626,0.8898,9.39
